date,fund,asset_class,currency,type,amount,local_amount
2025-12-08,백두 벤처 17호,사모벤처,KRW,분배,11,11
2025-12-08,송도 리츠 11호,부동산,USD,분배,4,0.3
2025-12-10,남산 오피스 16호,부동산,EUR,집행,5,0.4
2025-12-10,한강 그로스 21호,사모벤처,EUR,집행,33,2.3
2025-12-10,한라 메자닌 25호,사모벤처,KRW,집행,16,16
2025-12-11,남산 오피스 12호,부동산,USD,분배,5,0.4
2025-12-12,해운대 물류 17호,부동산,KRW,집행,17,17
2025-12-13,서해 에너지 1호,인프라,EUR,분배,6,0.4
2025-12-13,남산 오피스 12호,부동산,USD,집행,5,0.4
2025-12-14,남산 오피스 20호,부동산,KRW,집행,8,8
2025-12-16,태백 세컨더리 16호,사모벤처,KRW,분배,7,7
2025-12-16,호남 데이터센터 11호,인프라,KRW,분배,5,5
2025-12-17,동해 신재생 12호,인프라,KRW,분배,4,4
2025-12-17,서해 에너지 13호,인프라,KRW,분배,5,5
2025-12-17,오대 스페셜시츄에이션 20호,사모벤처,KRW,분배,12,12
2025-12-17,판교 코어플러스 14호,부동산,USD,분배,3,0.2
2025-12-17,서해 에너지 13호,인프라,KRW,집행,6,6
2025-12-18,송도 리츠 3호,부동산,KRW,분배,3,3
2025-12-19,판교 코어플러스 18호,부동산,KRW,집행,6,6
2025-12-22,설악 바이아웃 29호,사모벤처,USD,집행,15,1.1
2025-12-22,영남 교통 14호,인프라,EUR,집행,5,0.4
2025-12-23,백두 벤처 3호,사모벤처,KRW,분배,7,7
2025-12-25,판교 코어플러스 2호,부동산,USD,분배,3,0.2
2025-12-25,설악 바이아웃 22호,사모벤처,USD,집행,13,1.0
2025-12-25,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,26,26
2025-12-26,백두 벤처 24호,사모벤처,USD,집행,30,2.2
2026-01-03,백두 벤처 10호,사모벤처,KRW,분배,15,15
2026-01-04,백두 벤처 24호,사모벤처,USD,집행,8,0.6
2026-01-06,동해 신재생 12호,인프라,KRW,집행,6,6
2026-01-06,지리 미드캡 26호,사모벤처,KRW,집행,35,35
2026-01-07,호남 데이터센터 15호,인프라,EUR,집행,13,0.9
2026-01-08,오대 스페셜시츄에이션 20호,사모벤처,KRW,분배,28,28
2026-01-08,한강 그로스 14호,사모벤처,USD,분배,6,0.4
2026-01-09,영남 교통 2호,인프라,USD,분배,4,0.3
2026-01-09,영남 교통 6호,인프라,USD,분배,4,0.3
2026-01-09,한라 메자닌 4호,사모벤처,USD,분배,7,0.5
2026-01-09,설악 바이아웃 29호,사모벤처,USD,집행,9,0.7
2026-01-10,영남 교통 14호,인프라,EUR,분배,7,0.5
2026-01-10,지리 미드캡 19호,사모벤처,KRW,집행,6,6
2026-01-10,한라 메자닌 32호,사모벤처,USD,집행,14,1.0
2026-01-12,판교 코어플러스 2호,부동산,USD,분배,4,0.3
2026-01-12,해운대 물류 21호,부동산,KRW,약정,180,180
2026-01-12,해운대 물류 17호,부동산,KRW,집행,8,8
2026-01-13,한강 그로스 21호,사모벤처,EUR,집행,8,0.6
2026-01-13,한강 그로스 28호,사모벤처,USD,집행,23,1.7
2026-01-14,영남 교통 10호,인프라,KRW,분배,3,3
2026-01-14,백두 벤처 31호,사모벤처,EUR,집행,8,0.6
2026-01-14,판교 코어플러스 18호,부동산,KRW,집행,6,6
2026-01-16,태백 세컨더리 23호,사모벤처,EUR,집행,19,1.3
2026-01-17,영남 교통 18호,인프라,USD,집행,18,1.3
2026-01-18,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,5,5
2026-01-18,한라 메자닌 18호,사모벤처,USD,집행,7,0.5
2026-01-19,서해 에너지 13호,인프라,KRW,집행,7,7
2026-01-19,서해 에너지 17호,인프라,KRW,집행,11,11
2026-01-21,태백 세컨더리 30호,사모벤처,USD,집행,30,2.2
2026-01-22,설악 바이아웃 1호,사모벤처,USD,분배,4,0.3
2026-01-22,설악 바이아웃 8호,사모벤처,EUR,분배,22,1.6
2026-01-23,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,17,1.3
2026-01-24,한강 그로스 21호,사모벤처,EUR,분배,20,1.4
2026-01-25,지리 미드캡 33호,사모벤처,USD,약정,470,34.9
2026-01-26,남산 오피스 12호,부동산,USD,분배,4,0.3
2026-01-26,지리 미드캡 12호,사모벤처,USD,분배,13,1.0
2026-01-26,태백 세컨더리 16호,사모벤처,KRW,분배,20,20
2026-01-27,서해 에너지 9호,인프라,KRW,분배,8,8
2026-01-27,호남 데이터센터 7호,인프라,USD,분배,5,0.4
2026-02-03,남산 오피스 12호,부동산,USD,분배,4,0.3
2026-02-03,서해 에너지 9호,인프라,KRW,분배,8,8
2026-02-04,서해 에너지 13호,인프라,KRW,분배,7,7
2026-02-04,서해 에너지 13호,인프라,KRW,집행,5,5
2026-02-04,해운대 물류 17호,부동산,KRW,집행,11,11
2026-02-05,지리 미드캡 33호,사모벤처,USD,집행,12,0.9
2026-02-06,설악 바이아웃 15호,사모벤처,USD,분배,5,0.4
2026-02-06,영남 교통 14호,인프라,EUR,분배,8,0.6
2026-02-06,오대 스페셜시츄에이션 34호,사모벤처,KRW,약정,400,400
2026-02-08,한강 그로스 28호,사모벤처,USD,집행,20,1.5
2026-02-09,한라 메자닌 4호,사모벤처,USD,분배,14,1.1
2026-02-10,송도 리츠 19호,부동산,USD,집행,16,1.2
2026-02-11,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,24,24
2026-02-12,호남 데이터센터 11호,인프라,KRW,분배,8,8
2026-02-16,설악 바이아웃 22호,사모벤처,USD,분배,14,1.1
2026-02-19,지리 미드캡 26호,사모벤처,KRW,집행,9,9
2026-02-20,백두 벤처 3호,사모벤처,KRW,분배,7,7
2026-02-20,송도 리츠 3호,부동산,KRW,분배,3,3
2026-02-20,판교 코어플러스 10호,부동산,KRW,분배,3,3
2026-02-20,설악 바이아웃 29호,사모벤처,USD,집행,16,1.2
2026-02-20,영남 교통 14호,인프라,EUR,집행,12,0.9
2026-02-22,서해 에너지 17호,인프라,KRW,집행,6,6
2026-02-23,남산 오피스 16호,부동산,EUR,집행,13,0.9
2026-02-25,태백 세컨더리 9호,사모벤처,KRW,분배,16,16
2026-02-25,한강 그로스 14호,사모벤처,USD,분배,4,0.3
2026-02-26,태백 세컨더리 23호,사모벤처,EUR,분배,8,0.6
2026-02-26,한강 그로스 21호,사모벤처,EUR,분배,21,1.5
2026-02-26,동해 신재생 16호,인프라,KRW,집행,24,24
2026-02-26,영남 교통 18호,인프라,USD,집행,11,0.8
2026-02-26,해운대 물류 21호,부동산,KRW,집행,10,10
2026-02-27,백두 벤처 17호,사모벤처,KRW,집행,5,5
2026-03-04,지리 미드캡 12호,사모벤처,USD,분배,19,1.4
2026-03-04,해운대 물류 17호,부동산,KRW,분배,3,3
2026-03-06,동해 신재생 4호,인프라,USD,분배,3,0.2
2026-03-06,한라 메자닌 18호,사모벤처,USD,집행,6,0.4
2026-03-07,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,10,0.7
2026-03-07,해운대 물류 9호,부동산,KRW,분배,4,4
2026-03-10,백두 벤처 17호,사모벤처,KRW,분배,16,16
2026-03-10,설악 바이아웃 8호,사모벤처,EUR,분배,17,1.2
2026-03-10,설악 바이아웃 29호,사모벤처,USD,집행,12,0.9
2026-03-11,백두 벤처 24호,사모벤처,USD,분배,6,0.4
2026-03-12,송도 리츠 11호,부동산,USD,분배,5,0.4
2026-03-12,한강 그로스 7호,사모벤처,KRW,분배,7,7
2026-03-12,오대 스페셜시츄에이션 34호,사모벤처,KRW,집행,8,8
2026-03-12,한강 그로스 28호,사모벤처,USD,집행,19,1.4
2026-03-12,한라 메자닌 25호,사모벤처,KRW,집행,39,39
2026-03-13,송도 리츠 19호,부동산,USD,집행,7,0.5
2026-03-14,서해 에너지 13호,인프라,KRW,집행,7,7
2026-03-15,백두 벤처 24호,사모벤처,USD,집행,16,1.2
2026-03-17,서해 에너지 13호,인프라,KRW,분배,8,8
2026-03-18,동해 신재생 16호,인프라,KRW,집행,11,11
2026-03-19,한강 그로스 35호,사모벤처,USD,약정,470,35.0
2026-03-19,호남 데이터센터 19호,인프라,USD,약정,380,28.3
2026-03-20,남산 오피스 8호,부동산,EUR,분배,3,0.2
2026-03-20,지리 미드캡 5호,사모벤처,KRW,분배,17,17
2026-03-20,해운대 물류 1호,부동산,KRW,분배,3,3
2026-03-20,지리 미드캡 33호,사모벤처,USD,집행,15,1.1
2026-03-22,해운대 물류 17호,부동산,KRW,집행,9,9
2026-03-24,영남 교통 10호,인프라,KRW,분배,3,3
2026-03-24,영남 교통 14호,인프라,EUR,집행,6,0.4
2026-03-25,영남 교통 18호,인프라,USD,집행,12,0.9
2026-03-25,태백 세컨더리 23호,사모벤처,EUR,집행,17,1.2
2026-03-26,설악 바이아웃 22호,사모벤처,USD,집행,16,1.2
2026-03-26,한라 메자닌 32호,사모벤처,USD,집행,25,1.9
2026-04-03,백두 벤처 17호,사모벤처,KRW,분배,21,21
2026-04-03,서해 에너지 17호,인프라,KRW,집행,15,15
2026-04-03,태백 세컨더리 23호,사모벤처,EUR,집행,6,0.4
2026-04-04,한라 메자닌 18호,사모벤처,USD,분배,15,1.1
2026-04-05,판교 코어플러스 6호,부동산,KRW,분배,3,3
2026-04-05,서해 에너지 13호,인프라,KRW,집행,7,7
2026-04-05,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,18,18
2026-04-05,지리 미드캡 33호,사모벤처,USD,집행,12,0.9
2026-04-08,태백 세컨더리 16호,사모벤처,KRW,분배,18,18
2026-04-08,영남 교통 18호,인프라,USD,집행,12,0.9
2026-04-08,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,15,15
2026-04-08,한라 메자닌 25호,사모벤처,KRW,집행,10,10
2026-04-08,한라 메자닌 32호,사모벤처,USD,집행,11,0.8
2026-04-10,백두 벤처 24호,사모벤처,USD,분배,15,1.1
2026-04-10,서해 에너지 5호,인프라,USD,분배,3,0.2
2026-04-13,백두 벤처 24호,사모벤처,USD,집행,9,0.7
2026-04-13,백두 벤처 31호,사모벤처,EUR,집행,34,2.4
2026-04-13,태백 세컨더리 30호,사모벤처,USD,집행,39,2.9
2026-04-16,한강 그로스 28호,사모벤처,USD,집행,14,1.1
2026-04-17,한라 메자닌 11호,사모벤처,KRW,분배,16,16
2026-04-17,해운대 물류 21호,부동산,KRW,집행,15,15
2026-04-17,호남 데이터센터 19호,인프라,USD,집행,11,0.8
2026-04-18,판교 코어플러스 18호,부동산,KRW,집행,16,16
2026-04-19,송도 리츠 11호,부동산,USD,분배,5,0.4
2026-04-20,설악 바이아웃 29호,사모벤처,USD,집행,15,1.1
2026-04-20,지리 미드캡 19호,사모벤처,KRW,집행,7,7
2026-04-21,판교 코어플러스 10호,부동산,KRW,분배,6,6
2026-04-22,영남 교통 10호,인프라,KRW,분배,3,3
2026-04-24,오대 스페셜시츄에이션 20호,사모벤처,KRW,분배,29,29
2026-04-26,백두 벤처 3호,사모벤처,KRW,분배,11,11
2026-05-04,한라 메자닌 4호,사모벤처,USD,분배,9,0.7
2026-05-05,판교 코어플러스 22호,부동산,USD,약정,170,13.0
2026-05-06,서해 에너지 13호,인프라,KRW,분배,10,10
2026-05-06,지리 미드캡 26호,사모벤처,KRW,집행,20,20
2026-05-06,한강 그로스 28호,사모벤처,USD,집행,15,1.1
2026-05-06,해운대 물류 17호,부동산,KRW,집행,19,19
2026-05-09,백두 벤처 24호,사모벤처,USD,분배,14,1.1
2026-05-09,호남 데이터센터 11호,인프라,KRW,분배,11,11
2026-05-11,백두 벤처 10호,사모벤처,KRW,분배,24,24
2026-05-11,동해 신재생 16호,인프라,KRW,집행,15,15
2026-05-11,설악 바이아웃 29호,사모벤처,USD,집행,11,0.8
2026-05-12,태백 세컨더리 30호,사모벤처,USD,집행,16,1.2
2026-05-13,서해 에너지 13호,인프라,KRW,집행,6,6
2026-05-14,판교 코어플러스 6호,부동산,KRW,분배,3,3
2026-05-14,서해 에너지 17호,인프라,KRW,집행,9,9
2026-05-14,호남 데이터센터 11호,인프라,KRW,집행,10,10
2026-05-16,설악 바이아웃 22호,사모벤처,USD,분배,10,0.8
2026-05-16,영남 교통 18호,인프라,USD,집행,11,0.8
2026-05-17,남산 오피스 12호,부동산,USD,분배,3,0.2
2026-05-17,오대 스페셜시츄에이션 34호,사모벤처,KRW,집행,22,22
2026-05-17,해운대 물류 21호,부동산,KRW,집행,7,7
2026-05-17,호남 데이터센터 15호,인프라,EUR,집행,41,2.9
2026-05-18,설악 바이아웃 15호,사모벤처,USD,분배,12,0.9
2026-05-18,태백 세컨더리 9호,사모벤처,KRW,분배,13,13
2026-05-18,호남 데이터센터 19호,인프라,USD,집행,8,0.6
2026-05-19,송도 리츠 11호,부동산,USD,분배,3,0.2
2026-05-20,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,16,16
2026-05-20,해운대 물류 1호,부동산,KRW,분배,5,5
2026-05-21,송도 리츠 3호,부동산,KRW,분배,3,3
2026-05-21,오대 스페셜시츄에이션 20호,사모벤처,KRW,분배,21,21
2026-05-21,지리 미드캡 5호,사모벤처,KRW,분배,10,10
2026-05-23,백두 벤처 17호,사모벤처,KRW,분배,21,21
2026-05-23,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,9,9
2026-05-23,한강 그로스 35호,사모벤처,USD,집행,21,1.6
2026-05-24,해운대 물류 17호,부동산,KRW,분배,3,3
2026-05-24,호남 데이터센터 7호,인프라,USD,분배,6,0.5
2026-05-24,태백 세컨더리 23호,사모벤처,EUR,집행,9,0.6
2026-05-25,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,8,0.6
2026-05-26,백두 벤처 24호,사모벤처,USD,집행,5,0.4
2026-05-26,한강 그로스 21호,사모벤처,EUR,집행,15,1.1
2026-05-27,서해 에너지 5호,인프라,USD,분배,3,0.2
2026-06-03,지리 미드캡 19호,사모벤처,KRW,분배,18,18
2026-06-03,태백 세컨더리 16호,사모벤처,KRW,분배,14,14
2026-06-05,동해 신재생 4호,인프라,USD,분배,3,0.2
2026-06-05,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,18,1.4
2026-06-05,동해 신재생 20호,인프라,KRW,약정,250,250
2026-06-05,백두 벤처 31호,사모벤처,EUR,집행,25,1.8
2026-06-06,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,7,7
2026-06-07,백두 벤처 10호,사모벤처,KRW,분배,28,28
2026-06-08,서해 에너지 1호,인프라,EUR,분배,7,0.5
2026-06-08,판교 코어플러스 22호,부동산,USD,집행,9,0.7
2026-06-09,태백 세컨더리 30호,사모벤처,USD,집행,14,1.1
2026-06-09,한강 그로스 28호,사모벤처,USD,집행,12,0.9
2026-06-09,한라 메자닌 32호,사모벤처,USD,집행,25,1.9
2026-06-09,호남 데이터센터 19호,인프라,USD,집행,10,0.8
2026-06-11,동해 신재생 12호,인프라,KRW,분배,5,5
2026-06-11,영남 교통 2호,인프라,USD,분배,5,0.4
2026-06-11,판교 코어플러스 2호,부동산,USD,분배,5,0.4
2026-06-12,지리 미드캡 5호,사모벤처,KRW,분배,9,9
2026-06-12,판교 코어플러스 18호,부동산,KRW,집행,6,6
2026-06-14,지리 미드캡 33호,사모벤처,USD,집행,17,1.3
2026-06-15,설악 바이아웃 29호,사모벤처,USD,집행,16,1.2
2026-06-16,서해 에너지 5호,인프라,USD,분배,3,0.2
2026-06-16,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,14,14
2026-06-17,호남 데이터센터 11호,인프라,KRW,분배,13,13
2026-06-19,해운대 물류 9호,부동산,KRW,분배,4,4
2026-06-21,태백 세컨더리 23호,사모벤처,EUR,분배,25,1.8
2026-06-21,동해 신재생 16호,인프라,KRW,집행,8,8
2026-06-21,서해 에너지 17호,인프라,KRW,집행,8,8
2026-06-21,태백 세컨더리 23호,사모벤처,EUR,집행,8,0.6
2026-06-22,서해 에너지 9호,인프라,KRW,분배,4,4
2026-06-22,태백 세컨더리 9호,사모벤처,KRW,분배,17,17
2026-06-22,판교 코어플러스 6호,부동산,KRW,분배,3,3
2026-06-23,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,18,18
2026-06-23,한강 그로스 7호,사모벤처,KRW,분배,12,12
2026-06-23,남산 오피스 20호,부동산,KRW,집행,49,49
2026-06-24,설악 바이아웃 1호,사모벤처,USD,분배,4,0.3
2026-06-25,서해 에너지 13호,인프라,KRW,집행,6,6
2026-06-25,영남 교통 14호,인프라,EUR,집행,19,1.4
2026-06-26,오대 스페셜시츄에이션 34호,사모벤처,KRW,집행,11,11
2026-07-03,해운대 물류 13호,부동산,EUR,분배,3,0.2
2026-07-03,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,5,5
2026-07-04,판교 코어플러스 22호,부동산,USD,집행,6,0.5
2026-07-05,지리 미드캡 5호,사모벤처,KRW,분배,19,19
2026-07-06,동해 신재생 8호,인프라,KRW,분배,3,3
2026-07-06,태백 세컨더리 23호,사모벤처,EUR,집행,7,0.5
2026-07-07,지리 미드캡 12호,사모벤처,USD,분배,28,2.1
2026-07-07,동해 신재생 16호,인프라,KRW,집행,5,5
2026-07-08,동해 신재생 12호,인프라,KRW,분배,7,7
2026-07-08,설악 바이아웃 15호,사모벤처,USD,분배,8,0.6
2026-07-10,영남 교통 14호,인프라,EUR,집행,7,0.5
2026-07-11,백두 벤처 17호,사모벤처,KRW,분배,14,14
2026-07-11,한라 메자닌 11호,사모벤처,KRW,분배,32,32
2026-07-12,동해 신재생 20호,인프라,KRW,집행,6,6
2026-07-13,호남 데이터센터 11호,인프라,KRW,분배,10,10
2026-07-16,오대 스페셜시츄에이션 34호,사모벤처,KRW,집행,9,9
2026-07-17,판교 코어플러스 2호,부동산,USD,분배,4,0.3
2026-07-17,지리 미드캡 26호,사모벤처,KRW,집행,17,17
2026-07-17,태백 세컨더리 30호,사모벤처,USD,집행,11,0.8
2026-07-18,한강 그로스 28호,사모벤처,USD,집행,16,1.2
2026-07-18,해운대 물류 21호,부동산,KRW,집행,19,19
2026-07-19,지리 미드캡 33호,사모벤처,USD,집행,12,0.9
2026-07-20,동해 신재생 16호,인프라,KRW,분배,9,9
2026-07-20,오대 스페셜시츄에이션 20호,사모벤처,KRW,분배,12,12
2026-07-20,설악 바이아웃 29호,사모벤처,USD,집행,16,1.2
2026-07-21,서해 에너지 13호,인프라,KRW,분배,5,5
2026-07-21,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,6,6
2026-07-21,호남 데이터센터 15호,인프라,EUR,분배,7,0.5
2026-07-21,한라 메자닌 25호,사모벤처,KRW,집행,38,38
2026-07-22,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,10,10
2026-07-23,백두 벤처 24호,사모벤처,USD,분배,12,0.9
2026-07-23,송도 리츠 11호,부동산,USD,분배,3,0.2
2026-07-23,서해 에너지 17호,인프라,KRW,집행,8,8
2026-07-24,남산 오피스 12호,부동산,USD,분배,4,0.3
2026-07-24,송도 리츠 3호,부동산,KRW,분배,3,3
2026-07-24,한강 그로스 21호,사모벤처,EUR,분배,23,1.7
2026-07-25,남산 오피스 16호,부동산,EUR,분배,4,0.3
2026-07-25,설악 바이아웃 36호,사모벤처,KRW,약정,490,490
2026-07-27,한강 그로스 7호,사모벤처,KRW,분배,17,17
2026-07-27,한라 메자닌 32호,사모벤처,USD,집행,12,0.9
2026-07-27,호남 데이터센터 19호,인프라,USD,집행,8,0.6
2026-08-03,영남 교통 14호,인프라,EUR,분배,7,0.5
2026-08-04,판교 코어플러스 6호,부동산,KRW,분배,3,3
2026-08-05,지리 미드캡 12호,사모벤처,USD,분배,9,0.7
2026-08-05,호남 데이터센터 15호,인프라,EUR,분배,5,0.4
2026-08-05,동해 신재생 16호,인프라,KRW,집행,6,6
2026-08-07,지리 미드캡 26호,사모벤처,KRW,분배,18,18
2026-08-08,설악 바이아웃 36호,사모벤처,KRW,집행,10,10
2026-08-08,판교 코어플러스 22호,부동산,USD,집행,8,0.6
2026-08-09,한라 메자닌 18호,사모벤처,USD,분배,10,0.7
2026-08-09,백두 벤처 31호,사모벤처,EUR,집행,19,1.3
2026-08-09,송도 리츠 19호,부동산,USD,집행,30,2.2
2026-08-10,영남 교통 6호,인프라,USD,분배,4,0.3
2026-08-10,동해 신재생 20호,인프라,KRW,집행,6,6
2026-08-12,판교 코어플러스 18호,부동산,KRW,집행,6,6
2026-08-13,판교 코어플러스 10호,부동산,KRW,분배,6,6
2026-08-14,동해 신재생 8호,인프라,KRW,분배,3,3
2026-08-14,판교 코어플러스 14호,부동산,USD,분배,4,0.3
2026-08-14,지리 미드캡 19호,사모벤처,KRW,집행,9,9
2026-08-15,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,6,6
2026-08-15,판교 코어플러스 2호,부동산,USD,분배,3,0.2
2026-08-16,서해 에너지 9호,인프라,KRW,분배,4,4
2026-08-16,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,14,1.0
2026-08-16,서해 에너지 17호,인프라,KRW,집행,8,8
2026-08-16,한라 메자닌 25호,사모벤처,KRW,집행,11,11
2026-08-17,남산 오피스 12호,부동산,USD,분배,4,0.3
2026-08-19,태백 세컨더리 2호,사모벤처,KRW,분배,9,9
2026-08-19,한라 메자닌 4호,사모벤처,USD,분배,14,1.0
2026-08-19,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,9,9
2026-08-20,서해 에너지 1호,인프라,EUR,분배,3,0.2
2026-08-20,오대 스페셜시츄에이션 34호,사모벤처,KRW,집행,11,11
2026-08-20,지리 미드캡 26호,사모벤처,KRW,집행,10,10
2026-08-20,해운대 물류 21호,부동산,KRW,집행,10,10
2026-08-22,동해 신재생 16호,인프라,KRW,분배,8,8
2026-08-22,한강 그로스 35호,사모벤처,USD,집행,37,2.8
2026-08-23,백두 벤처 3호,사모벤처,KRW,분배,8,8
2026-08-23,지리 미드캡 5호,사모벤처,KRW,분배,8,8
2026-08-23,설악 바이아웃 29호,사모벤처,USD,집행,12,0.9
2026-08-24,백두 벤처 24호,사모벤처,USD,집행,26,1.9
2026-08-25,호남 데이터센터 7호,인프라,USD,분배,7,0.5
2026-08-25,영남 교통 18호,인프라,USD,집행,28,2.1
2026-08-26,호남 데이터센터 11호,인프라,KRW,분배,13,13
2026-08-26,지리 미드캡 33호,사모벤처,USD,집행,9,0.7
2026-08-27,서해 에너지 13호,인프라,KRW,분배,11,11
2026-08-27,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,5,5
2026-08-27,한라 메자닌 32호,사모벤처,USD,집행,13,1.0
2026-09-04,영남 교통 14호,인프라,EUR,분배,9,0.6
2026-09-04,동해 신재생 16호,인프라,KRW,집행,9,9
2026-09-05,남산 오피스 12호,부동산,USD,분배,3,0.2
2026-09-06,해운대 물류 9호,부동산,KRW,분배,5,5
2026-09-06,해운대 물류 21호,부동산,KRW,집행,8,8
2026-09-07,동해 신재생 12호,인프라,KRW,분배,7,7
2026-09-07,백두 벤처 17호,사모벤처,KRW,분배,24,24
2026-09-07,서해 에너지 13호,인프라,KRW,분배,11,11
2026-09-07,서해 에너지 1호,인프라,EUR,분배,7,0.5
2026-09-07,해운대 물류 17호,부동산,KRW,분배,4,4
2026-09-08,지리 미드캡 5호,사모벤처,KRW,분배,12,12
2026-09-08,동해 신재생 20호,인프라,KRW,집행,5,5
2026-09-08,한강 그로스 28호,사모벤처,USD,집행,33,2.5
2026-09-09,서해 에너지 9호,인프라,KRW,분배,3,3
2026-09-09,판교 코어플러스 2호,부동산,USD,분배,5,0.4
2026-09-11,설악 바이아웃 8호,사모벤처,EUR,분배,21,1.5
2026-09-11,태백 세컨더리 2호,사모벤처,KRW,분배,8,8
2026-09-14,오대 스페셜시츄에이션 34호,사모벤처,KRW,집행,12,12
2026-09-17,동해 신재생 12호,인프라,KRW,집행,8,8
2026-09-17,서해 에너지 13호,인프라,KRW,집행,19,19
2026-09-17,영남 교통 14호,인프라,EUR,집행,11,0.8
2026-09-17,영남 교통 18호,인프라,USD,집행,9,0.7
2026-09-20,태백 세컨더리 30호,사모벤처,USD,집행,27,2.0
2026-09-22,해운대 물류 1호,부동산,KRW,분배,5,5
